0	30	32	20	26	0	38	60	54	32	0	68	34	16	6	0	46	72	18	18	0	82	80	88	42	0	28	70	80	0	0	60	58	64	10	0	32	38	40	22	0	30	34	58	14	0	14	36	22	36	
0	30	22	12	46	0	44	48	4	34	0	42	14	30	54	0	16	50	70	84	0	28	6	0	0	0	0	0	38	36	0	22	8	38	2	0	62	40	44	42	0	40	0	2	0	0	42	22	28	48	
0	42	8	24	16	0	34	50	4	36	0	8	48	24	2	0	32	28	26	84	0	58	82	0	0	0	0	0	50	68	0	10	4	2	78	0	48	36	24	30	0	56	20	20	32	0	20	4	4	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	26	0	12	36	0	14	16	2	4	0	56	10	48	30	0	54	10	58	70	0	58	0	0	0	0	0	0	56	16	0	42	60	50	0	0	40	70	58	52	0	10	36	24	10	0	8	36	10	28	
0	40	2	8	4	0	58	14	34	64	0	32	70	18	18	0	20	32	46	2	0	78	30	0	0	0	0	0	32	74	0	44	14	22	30	0	68	34	0	52	0	6	30	36	58	0	34	28	12	42	
0	2	30	36	34	0	14	22	22	22	0	52	40	62	10	0	18	54	58	76	0	48	24	76	16	0	28	26	34	70	0	34	20	78	40	0	36	10	72	8	0	60	4	26	46	0	2	36	38	12	
0	38	44	36	10	0	42	60	64	20	0	60	40	20	56	0	60	32	76	18	0	16	10	46	24	0	60	40	72	46	0	50	56	0	40	0	60	62	28	58	0	42	62	26	14	0	36	36	30	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	38	42	22	0	0	32	46	48	34	0	52	10	22	40	0	76	32	22	18	0	12	0	70	48	0	46	70	26	62	0	66	48	56	10	0	58	74	8	28	0	64	60	16	22	0	36	48	20	36	
0	20	10	52	6	0	26	16	18	30	0	64	8	26	26	0	50	26	22	58	0	36	64	74	54	0	10	56	2	28	0	40	14	52	54	0	32	52	2	20	0	36	34	62	46	0	50	26	14	12	
0	42	44	28	12	0	32	8	64	38	0	22	10	18	4	0	76	16	32	46	0	72	0	26	62	0	10	2	70	82	0	50	28	4	68	0	6	70	48	42	0	0	46	16	14	0	16	18	8	24	
0	2	0	52	32	0	56	16	40	52	0	34	26	32	34	0	60	42	18	4	0	76	48	76	64	0	80	52	0	8	0	72	12	30	14	0	76	18	8	4	0	10	46	6	34	0	0	0	12	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	22	0	6	0	0	34	24	60	46	0	34	26	22	68	0	4	34	12	56	0	50	46	2	48	0	70	2	30	64	0	38	6	68	16	0	66	54	34	56	0	58	60	4	56	0	48	0	36	26	
0	20	32	54	18	0	22	46	38	64	0	46	10	22	64	0	6	6	32	42	0	38	58	48	44	0	38	54	64	20	0	52	62	14	32	0	70	28	50	46	0	52	2	4	40	0	44	32	22	40	
0	0	16	52	56	0	18	56	34	10	0	28	6	66	4	0	50	66	16	20	0	54	32	48	42	0	68	24	26	30	0	28	12	12	8	0	42	4	22	60	0	26	18	2	56	0	26	52	42	18	
0	50	14	44	2	0	56	30	46	48	0	60	44	44	62	0	10	38	36	18	0	6	28	42	46	0	52	54	34	70	0	30	68	44	24	0	40	38	6	14	0	56	22	32	42	0	14	0	6	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	4	46	46	6	0	46	42	38	12	0	14	60	50	52	0	54	36	46	32	0	8	46	22	42	0	62	44	24	50	0	4	30	62	46	0	66	52	0	14	0	44	34	4	26	0	22	30	14	36	
0	10	32	16	0	0	36	52	32	58	0	50	40	20	64	0	30	48	0	36	0	64	64	34	46	0	18	52	58	30	0	16	34	40	52	0	50	12	46	34	0	64	4	50	54	0	22	24	12	26	
0	36	34	46	20	0	36	18	62	28	0	60	8	20	24	0	24	42	42	4	0	6	20	52	32	0	54	58	28	30	0	10	14	60	12	0	38	52	34	30	0	16	34	56	24	0	50	46	24	46	
0	26	0	26	38	0	6	58	22	18	0	40	26	22	56	0	16	20	28	50	0	6	50	2	28	0	6	38	26	60	0	54	60	18	48	0	46	28	54	32	0	54	0	0	60	0	14	12	38	22	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	42	4	22	16	0	38	18	10	54	0	56	4	28	40	0	48	20	18	12	0	10	12	28	28	0	10	42	56	6	0	6	50	8	20	0	22	14	6	6	0	54	48	6	18	0	50	6	4	14	
0	30	6	46	34	0	24	54	44	22	0	22	10	54	40	0	22	46	22	44	0	24	28	40	40	0	20	20	20	8	0	14	52	30	44	0	2	46	28	20	0	28	42	24	20	0	42	12	6	12	
0	50	32	24	20	0	32	50	46	40	0	42	38	32	42	0	26	46	2	36	0	22	32	50	20	0	12	22	50	0	0	24	50	30	6	0	26	36	18	28	0	22	42	48	2	0	44	46	46	38	
0	38	32	28	12	0	26	34	2	0	0	16	0	20	32	0	22	22	36	50	0	20	14	10	50	0	4	28	26	26	0	24	28	32	20	0	22	30	8	8	0	10	36	26	36	0	24	28	40	44	
